user_id,total_amount,number_transactions,avg_amount
user_14004,1236.8500000000001,52,23.785576923076924
user_14005,3568.2299999999996,18,198.23499999999999
user_14006,112.34999999999998,16,7.021874999999999
user_14007,48.04,6,8.006666666666666
user_14008,11370.210000000028,467,24.347344753747382
user_14009,534.2199999999999,37,14.438378378378376
user_1401,7723.420000000008,200,38.61710000000004
user_14011,85.11,1,85.11
user_14012,8.51,1,8.51
user_14013,587.8299999999999,31,18.962258064516128
user_14014,16293.290000000008,180,90.51827777777783
user_14015,1098.8100000000002,13,84.52384615384616
user_14016,25.53,2,12.765
user_14017,1047.7200000000003,27,38.80444444444446
user_14018,1626.3199999999997,104,15.637692307692305
user_14019,37447.61999999997,256,146.2797656249999
user_1402,329.98999999999995,19,17.367894736842103
user_14020,8.51,1,8.51
user_14021,6895.279999999999,61,113.03737704918031
user_14022,3193.070000000001,74,43.14959459459461
user_14023,5334.22,144,37.043194444444445
user_14024,7783.820000000001,75,103.78426666666668
user_14025,3478.690000000001,19,183.08894736842112
user_14026,2057.92,36,57.16444444444445
user_14027,24277.089999999916,1188,20.435260942760873
user_14028,222.73000000000002,4,55.682500000000005
user_14029,169.71,6,28.285
user_1403,1181.94,24,49.2475
user_14030,16.16,5,3.232
user_14031,60.25,3,20.083333333333332
user_14032,938.2600000000002,33,28.432121212121217
user_14033,55.129999999999995,6,9.188333333333333
user_14034,3556.11,37,96.11108108108108
user_14035,3096.0200000000004,98,31.592040816326534
user_14036,1220.0,9,135.55555555555554
user_14037,1463.6199999999992,91,16.083736263736256
user_14038,290.88,17,17.110588235294117
user_14039,9860.019999999995,146,67.5343835616438
user_1404,8082.3899999999985,62,130.36112903225805
user_14040,25.53,2,12.765
user_14041,988.77,32,30.8990625
user_14042,22365.97999999998,410,54.55117073170727
user_14043,181.32999999999996,24,7.555416666666665
user_14044,90.0,6,15.0
user_14045,7.96,2,3.98
user_14046,4658.0,59,78.94915254237289
user_14047,186.0,12,15.5
user_14048,75705.37999999977,858,88.23470862470836
user_14049,17829.8,126,141.5063492063492
user_1405,8.95,1,8.95
user_14050,26366.919999999962,856,30.802476635513973
user_14051,3422.53,24,142.60541666666668
user_14052,12041.6,7,1720.2285714285715
user_14053,29.990000000000002,4,7.4975000000000005
user_14054,1017.7,18,56.53888888888889
user_14055,696.92,24,29.03833333333333
user_14056,7199.319999999999,111,64.85873873873872
user_14057,2768.3599999999988,141,19.63375886524822
user_14058,18988.20000000001,323,58.786996904024804
user_14059,360.5,5,72.1
user_1406,276.20000000000005,6,46.03333333333334
user_14060,771.4200000000001,3,257.14000000000004
user_14061,1860.09,46,40.43673913043478
user_14062,7327.4200000000055,161,45.511925465838544
user_14063,70.0,4,17.5
user_14064,173.68,25,6.9472000000000005
user_14065,683.98,30,22.799333333333333
user_14066,163.04999999999998,8,20.381249999999998
user_14067,17.02,2,8.51
user_14068,11271.139999999998,62,181.79258064516125
user_14069,20656.590000000007,336,61.47794642857145
user_1407,14.99,2,7.495
user_14070,58.74000000000001,10,5.8740000000000006
user_14071,104.99,2,52.495
user_14072,110.13000000000001,14,7.866428571428572
user_14073,11119.650000000001,151,73.64006622516557
user_14074,4257.120000000003,142,29.979718309859173
user_14075,3370.9600000000023,92,36.640869565217415
user_14076,22048.899999999983,394,55.96167512690351
user_14077,5895.330000000002,156,37.790576923076934
user_14078,216.54000000000002,4,54.135000000000005
user_14079,222.32999999999993,37,6.008918918918917
user_1408,3711.4200000000005,53,70.0267924528302
user_14080,7123.5700000000015,296,24.06611486486487
user_14081,143.13999999999996,9,15.90444444444444
user_14082,17.02,2,8.51
user_14083,2430.2799999999997,39,62.31487179487179
user_14084,6239.370000000007,233,26.778412017167412
user_14085,39.55,5,7.909999999999999
user_14086,598.75,73,8.202054794520548
user_14087,8.51,1,8.51
user_14088,22.720000000000002,3,7.573333333333334
user_14089,14569.370000000014,437,33.33951945080095
user_1409,7096.410000000008,135,52.56600000000006
user_14090,57.96000000000001,5,11.592000000000002
user_14091,7636.239999999998,272,28.074411764705875
user_14092,1021.5399999999997,32,31.92312499999999
user_14093,100.07,8,12.50875
user_14094,10399.430000000004,104,99.99451923076927
user_14095,1888.1300000000003,90,20.979222222222226
user_14096,53.099999999999994,6,8.85
user_14097,15851.300000000037,740,21.420675675675728
user_14098,5174.670000000002,43,120.34116279069772
user_14099,8.51,1,8.51
user_141,196.95999999999998,22,8.952727272727271
user_1410,14745.74,215,68.58483720930232
user_14100,29.79,3,9.93
user_14101,1112.4299999999998,30,37.080999999999996
user_14102,19.91,2,9.955
user_14103,854.8099999999998,64,13.356406249999997
user_14104,13312.410000000002,136,97.88536764705884
user_14105,9444.760000000002,135,69.9611851851852
user_14106,2296.2400000000007,80,28.70300000000001
user_14107,2064.7200000000003,33,62.56727272727274
user_14108,2975.0499999999997,32,92.97031249999999
user_14109,457.5700000000001,29,15.77827586206897
user_1411,465.88,14,33.277142857142856
user_14111,19180.02999999996,736,26.059823369565162
user_14112,54700.94,613,89.23481239804242
user_14113,2600.3099999999986,196,13.266887755102033
user_14115,8.95,1,8.95
user_14116,171.49,7,24.49857142857143
user_14117,18060.789999999986,1111,16.256336633663356
user_14118,159383.63,260,613.0139615384616
user_14119,1036.6499999999999,82,12.642073170731706
user_1412,2952.140000000001,79,37.36886075949368
user_14120,1775.84,11,161.44
user_14121,1606.6099999999994,67,23.979253731343274
user_14123,4371.420000000001,70,62.44885714285716
user_14124,46.800000000000004,4,11.700000000000001
user_14125,2004.4800000000027,214,9.36672897196263
user_14126,1902.519999999999,180,10.569555555555551
user_14127,87.17,13,6.705384615384616
user_14128,842.9,65,12.967692307692307
user_14129,4919.610000000001,212,23.205707547169816
user_1413,2012.7200000000005,337,5.972462908011871
user_14130,1146.1500000000005,138,8.3054347826087
user_14131,13583.399999999998,239,56.834309623430954
user_14132,636.5999999999999,23,27.678260869565214
user_14133,14.82,2,7.41
user_14134,2642.5199999999995,48,55.05249999999999
user_14135,54.99,2,27.495
user_14136,2059.58,12,171.63166666666666
user_14137,18230.73999999999,624,29.215929487179473
user_14138,2729.4100000000017,98,27.85112244897961
user_14139,5238.850000000001,111,47.19684684684686
user_14140,27.72,5,5.544
user_14141,2053.2300000000005,86,23.87476744186047
user_14142,14173.32,28,506.19
user_14143,72.34,2,36.17
user_14144,25204.780000000017,337,74.79163204747779
user_14145,6233.03,63,98.93698412698413
user_14146,283.97,5,56.794000000000004
user_14147,1106.42,47,23.540851063829788
user_14148,16137.550000000001,9,1793.0611111111111
user_14149,92.03999999999999,10,9.203999999999999
user_1415,4061.87,50,81.2374
user_14150,13891.46,257,54.052373540856024
user_14151,2836.6,104,27.275
user_14152,3610.94,106,34.06547169811321
user_14153,5380.610000000007,152,35.39875000000004
user_14154,402.53000000000003,16,25.158125000000002
user_14155,3478.1799999999994,52,66.88807692307691
user_14156,2159.63,29,74.47
user_14157,601.4499999999997,20,30.072499999999984
user_14158,8.51,1,8.51
user_14159,6376.379999999996,532,11.985676691729315
user_1416,6062.080000000005,250,24.24832000000002
user_14160,963.3400000000003,58,16.60931034482759
user_14161,5569.980000000003,65,85.69200000000005
user_14162,1601.8899999999999,182,8.801593406593406
user_14163,428.71000000000004,10,42.871
user_14164,920.3399999999999,67,13.73641791044776
user_14165,9432.1,65,145.10923076923078
user_14166,17496.129999999997,494,35.417267206477725
user_14167,8466.04,195,43.41558974358975
user_14168,1539.0499999999997,54,28.50092592592592
user_14169,39632.75999999992,1369,28.950153396639827
user_1417,458.69000000000005,18,25.48277777777778
user_14170,2386.97,43,55.51093023255814
user_14171,1229.04,23,53.436521739130434
user_14172,106266.97000000002,187,568.2725668449199
user_14173,858.27,9,95.36333333333333
user_14174,409.87000000000006,37,11.07756756756757
user_14175,9808.239999999989,355,27.628845070422503
user_14176,30603.29,584,52.40289383561644
user_14177,209.45999999999998,3,69.82
user_14178,1108.38,11,100.76181818181819
user_14179,828.0300000000001,30,27.601000000000003
user_1418,790.6599999999999,60,13.177666666666664
user_14180,288.48000000000013,25,11.539200000000005
user_14181,3907.280000000001,294,13.290068027210888
user_14182,5399.890000000002,84,64.28440476190478
user_14183,314.73,15,20.982000000000003
user_14184,16396.280000000006,1143,14.344951881014879
user_14185,1132.9199999999998,14,80.92285714285713
user_14186,13.61,2,6.805
user_14187,1741.3499999999983,143,12.177272727272715
user_14188,41.93,5,8.386
user_14189,76.52000000000001,5,15.304000000000002
user_1419,6469.3899999999985,97,66.69474226804122
user_14190,1188788.54,442,2689.5668325791858
user_14191,1723.5500000000002,24,71.81458333333335
user_14192,8047.05,182,44.214560439560444
user_14193,11529.66,11,1048.1509090909092
user_14194,14293.89999999999,209,68.3918660287081
user_14195,44.26,5,8.852
user_14196,60.0,4,15.0
user_14198,312.13999999999993,38,8.214210526315787
user_14199,8.51,1,8.51
user_142,51.239999999999995,8,6.404999999999999
user_1420,2055.8399999999992,41,50.14243902439023
user_14200,27348.28,36,759.6744444444444
user_14201,8.51,1,8.51
user_14202,5.97,2,2.985
user_14203,1689.9999999999995,25,67.59999999999998
user_14204,675.62,6,112.60333333333334
user_14205,893.6899999999999,27,33.099629629629625
user_14206,388.51,5,77.702
user_14207,630.74,24,26.280833333333334
user_14208,272.07000000000005,9,30.230000000000004
user_14209,14.99,2,7.495
user_1421,1021.1400000000004,79,12.925822784810132
user_14210,2742.2799999999997,12,228.5233333333333
user_14211,700.4199999999998,6,116.73666666666664
user_14213,2726.060000000001,187,14.577860962566849
user_14214,3.98,1,3.98
user_14215,1740.4299999999998,25,69.6172
user_14216,5270.580000000001,68,77.50852941176471
user_14217,513.3299999999999,52,9.871730769230767
user_14218,773.6600000000001,15,51.577333333333335
user_14219,153.85,6,25.641666666666666
user_1422,2886.269999999999,42,68.72071428571427
user_14220,10.0,1,10.0
user_14221,16676.81,282,59.137624113475184
user_14222,1528.01,20,76.4005
user_14224,1837.02,35,52.486285714285714
user_14225,551.1700000000001,59,9.341864406779662
user_14227,99370.0699999999,791,125.62587863463958
user_14228,7.94,1,7.94
user_14229,848.3799999999998,43,19.72976744186046
user_1423,38454.169999999904,1137,33.82072999120484
user_14230,1230.6900000000005,64,19.229531250000008
user_14231,300.87000000000006,22,13.675909090909094
user_14232,5622.320000000006,203,27.696157635468012
user_14233,157.72000000000006,66,2.3896969696969705
user_14234,654.08,17,38.47529411764706
user_14235,1804.18,17,106.12823529411764
user_14236,22239.450000000023,192,115.83046875000012
user_14237,2107.85,51,41.33039215686274
user_14238,5265.889999999998,81,65.01098765432096
user_14239,777.8000000000001,19,40.93684210526316
user_1424,6831.689999999992,173,39.48953757225429
user_14240,14894.400000000003,120,124.12000000000003
user_14241,59735.83999999997,564,105.91460992907795
user_14242,71667.22,189,379.1916402116402
user_14243,102476.79000000002,152,674.189407894737
user_14244,1097.8200000000002,42,26.13857142857143
user_14245,24331.519999999997,861,28.259605110336814
user_14246,13359.120000000019,345,38.72208695652179
user_14247,454.45000000000005,50,9.089
user_14248,6230.610000000001,79,78.86848101265824
user_14249,1230.3500000000001,77,15.97857142857143
user_1425,848.3500000000001,50,16.967000000000002
user_14250,3838.36,141,27.22241134751773
user_14251,4998.0,4,1249.5
user_14253,5771.950000000003,114,50.63114035087722
user_14254,1218.6199999999997,40,30.46549999999999
user_14256,5077.330000000006,264,19.23231060606063
user_14257,46428.320000000014,183,253.70666666666673
user_14258,4691.550000000005,114,41.15394736842109
user_14259,1574.74,48,32.80708333333333
user_1426,16618.249999999993,775,21.442903225806443
user_14260,2270.73,20,113.5365
user_14261,2375.730000000001,84,28.28250000000001
user_14262,3923.829999999999,94,41.74287234042552
user_14263,1312.59,39,33.65615384615384
user_14264,185.88000000000002,10,18.588
user_14265,1215.480000000001,138,8.807826086956528
user_14266,7411.130000000001,83,89.29072289156628
user_14267,2197.5900000000006,81,27.130740740740748
user_14268,9205.810000000003,180,51.14338888888891
user_14269,8122.81,115,70.63313043478261
user_1427,45.78,5,9.156
user_14270,4931.089999999999,55,89.6561818181818
user_14271,462.75,37,12.506756756756756
user_14272,6258.570000000007,409,15.30212713936432
user_14273,7.46,1,7.46
user_14274,3069.05,48,63.93854166666667
user_14275,1051.1399999999999,27,38.93111111111111
user_14276,82.33,6,13.721666666666666
user_14277,655.53,32,20.4853125
user_14278,59640.62999999997,706,84.47681303116143
user_1428,814.6700000000001,30,27.15566666666667
user_14280,1662.1599999999996,51,32.5913725490196
user_14281,4367.139999999999,97,45.022061855670096
user_14282,1048.3100000000002,30,34.94366666666667
user_14284,128.72,5,25.744
user_14285,5481.859999999999,66,83.05848484848482
user_14286,20327.739999999998,650,31.27344615384615
user_14287,2743.6899999999996,47,58.3763829787234
user_14288,868.08,4,217.02
user_1429,5844.560000000001,121,48.30214876033059
user_14290,4531.580000000001,39,116.19435897435899
user_14291,17.02,2,8.51
user_14292,440.93,10,44.093
user_14293,48183.27999999998,412,116.94970873786403
user_14294,75.07000000000001,15,5.004666666666667
user_14295,62.97,3,20.99
user_14296,340.52,13,26.193846153846152
user_14297,2414.0999999999995,63,38.31904761904761
user_14298,20947.64000000001,86,243.5772093023257
user_14299,184.18,7,26.31142857142857
user_143,2259.9500000000003,42,53.80833333333334
user_1430,10056.280000000004,214,46.99196261682245
user_14300,1542.6399999999999,36,42.85111111111111
user_14301,166540.44999999987,294,566.464115646258
user_14302,1608.5999999999997,33,48.745454545454535
user_14303,169.95,4,42.4875
user_14304,232.23,12,19.3525
user_14305,8.51,1,8.51
user_14306,13.61,2,6.805
user_14307,12710.499999999998,42,302.63095238095235
user_14308,343.4599999999999,20,17.172999999999995
user_14309,1109.79,16,69.361875
user_1431,4333.449999999999,99,43.77222222222221
user_14310,8.51,1,8.51
user_14311,11908.78,123,96.81934959349594
user_14312,5810.060000000014,714,8.137338935574249
user_14313,4896.360000000002,99,49.45818181818184
user_14314,3767.6200000000026,147,25.630068027210903
user_14315,9135.630000000005,234,39.04115384615387
user_14316,828.1300000000001,76,10.896447368421054
user_14317,13.61,2,6.805
user_14318,2927.750000000002,132,22.179924242424256
user_14319,341.71,11,31.064545454545453
user_1432,24615.90000000001,47,523.7425531914895
user_14320,7.96,3,2.6533333333333333
user_14321,10676.129999999997,411,25.975985401459848
user_14322,5185.720000000002,151,34.34251655629141
user_14323,11402.539999999999,132,86.38287878787878
user_14324,1507.4400000000007,79,19.08151898734178
user_14325,382.58,5,76.51599999999999
user_14326,499.5299999999999,35,14.272285714285712
user_14327,9037.330000000004,77,117.36792207792213
user_14328,42527.55999999998,131,324.63786259541973
user_14329,1240.5900000000001,33,37.59363636363637
user_1433,1736.63,33,52.625151515151515
user_14330,194.85999999999999,29,6.719310344827585
user_14331,1391.47,16,86.966875
user_14332,6359.9400000000005,162,39.25888888888889
user_14333,2545.849999999999,45,56.574444444444424
user_14334,4003.3600000000015,120,33.36133333333335
user_14335,2290.9500000000003,110,20.826818181818183
user_14336,507.24,3,169.08
user_14337,3908.650000000002,160,24.42906250000001
user_14338,2165.56,70,30.936571428571426
user_14339,22717.069999999992,68,334.0745588235293
user_1434,1224.2000000000003,31,39.49032258064517
user_14340,9079.96,449,20.2226280623608
user_14341,8.15,2,4.075
user_14342,3091.3399999999997,113,27.356991150442475
user_14343,40.0,3,13.333333333333334
user_14344,3014.0000000000005,33,91.33333333333334
user_14345,16156.290000000008,688,23.482979651162804
user_14346,29629.17,93,318.5932258064516
user_14347,1369.0600000000002,12,114.08833333333335
user_14348,37.32,1,37.32
user_14349,15.309999999999999,4,3.8274999999999997
user_1435,14012.42,194,72.22896907216494
user_14350,1648.0600000000002,162,10.173209876543211
user_14351,11.39,1,11.39
user_14352,107.37,14,7.6692857142857145
user_14353,255.32,2,127.66
user_14354,24278.80999999999,153,158.6850326797385
user_14355,805.31,25,32.212399999999995
user_14356,7729.150000000002,70,110.41642857142861
user_14357,50.0,1,50.0
user_14359,590.6900000000002,24,24.61208333333334
user_1436,1089.1400000000006,65,16.756000000000007
user_14360,3978.0899999999992,30,132.60299999999998
user_14361,9199.03,105,87.60980952380953
user_14362,5142.450000000001,151,34.05596026490067
user_14363,178.43,9,19.825555555555557
user_14364,15.23,2,7.615
user_14365,23481.979999999996,185,126.9296216216216
user_14366,4448.560000000006,164,27.125365853658572
user_14367,1775.4599999999998,27,65.75777777777778
user_14368,833.4399999999999,15,55.562666666666665
user_14369,10.0,1,10.0
user_14370,33.68,9,3.7422222222222223
user_14371,4007.870000000001,158,25.366265822784815
user_14372,7541.940000000003,213,35.40816901408452
user_14373,413.8,6,68.96666666666667
user_14374,28302.21000000001,329,86.02495440729486
user_14375,2143.8499999999995,120,17.86541666666666
user_14376,8013.16,108,74.19592592592592
user_14377,859.8700000000003,112,7.677410714285718
user_14378,4339.92,9,482.21333333333337
user_14379,1461.33,61,23.95622950819672
user_1438,5.97,2,2.985
user_14380,16270.810000000032,791,20.56992414664985
user_14381,1178.5000000000002,20,58.92500000000001
user_14382,685.52,83,8.259277108433734
user_14383,181.87,17,10.698235294117648
user_14384,1578.5299999999997,65,24.285076923076918
user_14385,2370.1,46,51.52391304347826
user_14386,7688.509999999999,401,19.173341645885284
user_14387,523.81,28,18.7075
user_14388,1025.1200000000001,19,53.95368421052632
user_14389,4818.140000000001,70,68.83057142857145
user_1439,4862.929999999999,45,108.0651111111111
user_14390,1048.15,13,80.62692307692308
user_14391,16223.099999999995,201,80.71194029850744
user_14392,13161.929999999993,707,18.616591230551617
user_14393,40.0,4,10.0
user_14394,18092.29000000002,430,42.07509302325586
user_14395,32025.900000000016,293,109.30341296928333
user_14396,99.80000000000003,15,6.653333333333335
user_14397,10.0,1,10.0
user_14398,2424.219999999998,141,17.193049645390058
user_14399,2551.95,22,115.99772727272726
user_144,1757.8799999999994,130,13.522153846153842
user_1440,4288.06,104,41.23134615384616
user_14400,861.3499999999999,35,24.609999999999996
user_14401,54.26,10,5.426
user_14402,8943.74,14,638.8385714285714
user_14403,124.99,3,41.663333333333334
user_14404,184.26,7,26.322857142857142
user_14405,8.51,1,8.51
user_14406,70.82,4,17.705
user_14407,6285.270000000001,57,110.26789473684212
user_14408,3074.79,67,45.89238805970149
user_14409,170.22,2,85.11
user_1441,10.0,1,10.0
user_14410,2487.7200000000007,77,32.308051948051954
user_14411,689.73,7,98.53285714285714
user_14412,48411.21000000001,1021,47.4154848188051
user_14413,472921.94000000064,637,742.4206279434861
user_14414,8332.07,76,109.6325
user_14415,210.03,57,3.6847368421052633
user_14416,239.70000000000002,17,14.100000000000001
user_14417,26757.17000000001,639,41.873505477308306
user_14418,1551.6599999999999,88,17.632499999999997
user_14419,1423.4499999999998,32,44.482812499999994
user_1442,2033.98,13,156.46
user_14420,14187.519999999999,225,63.05564444444444
user_14421,5516.450000000002,192,28.731510416666676
user_14422,67.78,4,16.945
user_14424,122.55999999999999,20,6.127999999999999
user_14425,8.51,1,8.51
user_14426,13.959999999999999,3,4.653333333333333
user_14427,146772.82999999993,163,900.4468098159505
user_14428,4672.230000000002,484,9.653367768595047
user_14429,1313.3300000000002,72,18.240694444444447
user_1443,31.990000000000002,3,10.663333333333334
user_14430,6867.080000000002,107,64.17831775700937
user_14431,3973.5,118,33.67372881355932
user_14432,189.76999999999998,7,27.109999999999996
user_14433,5156.919999999999,42,122.78380952380951
user_14434,1350.4500000000007,75,18.00600000000001
user_14435,20.0,2,10.0
user_14436,5.1,1,5.1
user_14437,228.87,11,20.80636363636364
user_14438,22989.499999999993,422,54.47748815165875
user_14439,5442.839999999999,182,29.905714285714282
user_1444,24464.83999999999,370,66.12118918918917
user_14440,162.83999999999997,8,20.354999999999997
user_14441,1017.1499999999999,74,13.745270270270268
user_14442,1817.4099999999994,48,37.86270833333332
user_14443,741.93,40,18.54825
user_14444,16037.120000000008,268,59.84000000000003
user_14445,958.21,37,25.89756756756757
user_14446,0.01,1,0.01
user_14447,2809.5900000000006,58,48.44120689655173
user_14448,15.589999999999998,4,3.8974999999999995
user_14449,88.18,7,12.597142857142858
user_1445,2783.5699999999997,14,198.82642857142855
user_14450,344.09,13,26.468461538461536
user_14451,976.6300000000001,3,325.54333333333335
user_14452,292.56000000000006,31,9.437419354838712
user_14453,4697.970000000007,165,28.472545454545493
user_14454,289.0,4,72.25
user_14455,1009.67,26,38.833461538461535
user_14456,363.59999999999997,9,40.4
user_14457,8718.010000000002,101,86.31693069306932
user_14458,82.66999999999999,8,10.333749999999998
user_14459,4944.67,123,40.20056910569106
user_1446,5796.850000000004,155,37.399032258064544
user_14460,6710.589999999997,205,32.73458536585365
user_14461,41.71,3,13.903333333333334
user_14462,7403.910000000003,116,63.82681034482761
user_14463,8.51,1,8.51
user_14464,19732.429999999982,508,38.84336614173225
user_14465,85.12,6,14.186666666666667
user_14466,4733.590000000002,79,59.9188607594937
user_14467,7087.22,112,63.27875
user_14468,10.0,1,10.0
user_14469,629.87,12,52.48916666666667
user_1447,4343.1,139,31.245323741007198
user_14470,27077.80999999999,181,149.60116022099442
user_14471,5312.350000000001,181,29.35000000000001
user_14472,7239.650000000001,20,361.9825
user_14473,1473.68,7,210.5257142857143
user_14474,68.08,3,22.69333333333333
user_14475,448.09000000000003,5,89.61800000000001
user_14476,977.0000000000001,7,139.57142857142858
user_14477,10675.319999999998,278,38.400431654676254
user_14478,70049.89,492,142.37782520325203
user_14479,1245.81,45,27.684666666666665
user_1448,1044.39,16,65.274375
user_14480,796.9000000000001,32,24.903125000000003
user_14481,3519.499999999999,130,27.073076923076915
user_14482,40328.840000000004,1155,34.91674458874459
user_14483,540.0299999999999,48,11.250624999999998
user_14484,3800.880000000001,116,32.766206896551736
user_14485,7030.720000000001,16,439.4200000000001
user_14486,7973.040000000002,74,107.74378378378381
user_14487,1622.74,45,36.06088888888889
user_14488,339.02,9,37.66888888888889
user_14489,97643.83999999998,70,1394.9119999999998
user_1449,6977.73,56,124.60232142857141
user_14490,3584.520000000001,110,32.586545454545465
user_14491,590.54,24,24.605833333333333
user_14492,27.2,4,6.8
user_14493,57.019999999999996,9,6.335555555555555
user_14494,34.03,8,4.25375
user_14495,84.47,5,16.894
user_14496,1831.11,21,87.19571428571427
user_14497,1778.0500000000004,56,31.750892857142865
user_14498,85.11,1,85.11
user_14499,6398.350000000001,251,25.49143426294821
user_145,125.32,2,62.66
user_1450,9.35,2,4.675
user_14500,2423.95,57,42.52543859649123
user_14501,4207.63,56,75.13625
user_14502,1351.9499999999998,17,79.52647058823528
user_14504,6581.44,333,19.764084084084082
user_14505,2442.8900000000003,101,24.1870297029703
user_14506,5947.830000000001,30,198.26100000000002
user_14507,229.70999999999998,19,12.089999999999998
user_14509,13553.029999999993,208,65.15879807692305
user_1451,3109.22,28,111.04357142857143
user_14510,38919.04000000001,186,209.24215053763444
user_14511,8474.700000000003,102,83.08529411764708
user_14512,1013.2799999999999,66,15.35272727272727
user_14513,0.86,2,0.43
user_14514,31546.82999999998,546,57.77807692307689
user_14515,24392.70999999999,320,76.22721874999996
user_14516,65.92999999999999,6,10.988333333333332
user_14517,44.99,3,14.996666666666668
user_14518,33741.65,102,330.80049019607844
user_14519,783.3700000000001,62,12.635000000000002
user_1452,898.6899999999997,23,39.07347826086955
user_14520,1937.4500000000003,27,71.75740740740741
user_14521,17.34,1,17.34
user_14522,2017.85,26,77.60961538461538
user_14523,4608.25,43,107.1686046511628
user_14524,8.51,1,8.51
user_14525,1458.2000000000003,43,33.91162790697675
user_14526,4429.879999999999,84,52.73666666666666
user_14527,1118.4899999999998,47,23.79765957446808
user_14528,1912.9099999999992,55,34.7801818181818
user_14529,2072.7599999999993,151,13.726887417218538
user_1453,43.83,6,7.305
user_14530,2576.4800000000005,39,66.06358974358976
user_14531,1017.7300000000002,23,44.24913043478262
user_14532,12736.810000000003,418,30.47083732057417
user_14533,3588.360000000001,85,42.216000000000015
user_14534,1259.6100000000001,45,27.991333333333337
user_14535,120.0,2,60.0
user_14536,8687.96,68,127.76411764705881
user_14537,8.51,1,8.51
user_14538,221.74,11,20.15818181818182
user_14539,6880.780000000003,354,19.437231638418087
user_1454,6917.030000000013,528,13.100435606060632
user_14540,4383.709999999998,44,99.62977272727268
user_14541,11058.44,86,128.586511627907
user_14542,248.70999999999998,25,9.9484
user_14543,20.0,2,10.0
user_14544,6417.630000000004,351,18.283846153846163
user_14545,301.02,16,18.81375
user_14547,1467.8499999999995,72,20.386805555555547
user_14548,3787.05,19,199.31842105263158
user_14549,5900.2,139,42.44748201438849
user_1455,12349.269999999999,49,252.02591836734692
user_14550,3200.240000000003,145,22.070620689655193
user_14551,2542.83,22,115.58318181818181
user_14552,2809.7399999999993,37,75.9389189189189
user_14553,362.55000000000007,4,90.63750000000002
user_14554,139.45000000000002,6,23.24166666666667
user_14555,561.1999999999999,82,6.843902439024389
user_14556,794.99,5,158.998
user_14557,3103.3,71,43.708450704225356
user_14558,30739.159999999792,1505,20.424691029900195
user_14559,978.4799999999999,28,34.94571428571428
user_1456,35103.50000000001,331,106.05287009063446
user_14560,10711.630000000003,150,71.41086666666669
user_14561,1269.84,18,70.54666666666667
user_14562,1016.85,23,44.21086956521739
user_14563,3089.5000000000027,374,8.260695187165783
user_14564,926.0100000000001,23,40.26130434782609
user_14565,176.69000000000003,10,17.669000000000004
user_14566,19.29,3,6.43
user_14568,475.2699999999999,28,16.97392857142857
user_14569,5104.519999999998,86,59.354883720930204
user_1457,10760.030000000002,167,64.43131736526948
user_14570,3238.1900000000082,368,8.79942934782611
user_14571,13.620000000000001,2,6.8100000000000005
user_14572,11163.89,5,2232.778
user_14573,1813.65,12,151.13750000000002
user_14574,38107.450000000004,157,242.72261146496817
user_14575,655.12,11,59.556363636363635
user_14576,22488.0,86,261.48837209302326
user_14577,1135.99,70,16.228428571428573
user_14578,16068.61,63,255.0573015873016
user_14579,2417.5699999999997,108,22.384907407407404
user_1458,180.26999999999998,28,6.4382142857142854
user_14580,8.51,1,8.51
user_14581,357.44,4,89.36
user_14582,1466.66,34,43.137058823529415
user_14583,1377.5599999999997,39,35.32205128205128
user_14584,4947.059999999999,98,50.480204081632635
user_14585,305.0,4,76.25
user_14586,8.51,1,8.51
user_14587,54.99,3,18.330000000000002
user_14588,3656.0400000000004,47,77.788085106383
user_14589,1639.5799999999997,36,45.54388888888888
user_1459,1944.99,21,92.61857142857143
user_14590,1121.4199999999996,82,13.67585365853658
user_14591,26918.409999999996,382,70.46704188481674
user_14592,1961.08,74,26.50108108108108
user_14593,7135.19000000001,328,21.753628048780516
user_14594,6017.7300000000005,112,53.729732142857145
user_14595,4719.5700000000015,121,39.00471074380167
user_14596,8231.100000000002,57,144.40526315789478
user_14597,19393.69,261,74.30532567049808
user_14598,2451.84,90,27.24266666666667
user_14599,5491.340000000002,172,31.92639534883722
user_146,364.41,11,33.12818181818182
user_1460,5747.309999999997,174,33.03051724137929
user_14601,23180.630000000005,189,122.648835978836
user_14602,337.15999999999997,15,22.47733333333333
user_14603,40564.32000000002,211,192.24796208530816
user_14604,9507.599999999995,185,51.39243243243241
user_14605,14818.560000000003,748,19.810909090909096
user_14606,8920.360000000008,784,11.378010204081642
user_14607,1979.8799999999997,38,52.10210526315789
user_14608,2119.0000000000005,56,37.83928571428572
user_1461,11374.74000000001,389,29.24097686375324
user_14610,848.4100000000002,51,16.635490196078436
user_14611,4264.37,57,74.81350877192982
user_14612,11031.200000000012,419,26.32744630071602
user_14613,1620.0,9,180.0
user_14614,3027.9699999999993,79,38.32873417721518
user_14615,1276.28,60,21.271333333333335
user_14616,1122.6,25,44.903999999999996
user_14617,194.9,10,19.490000000000002
user_14618,468.99,9,52.11
user_14619,46.61,4,11.6525
user_1462,1149.1699999999998,29,39.626551724137926
user_14620,20.4,3,6.8
user_14621,49.55,5,9.91
user_14622,2465.2100000000005,28,88.0432142857143
user_14624,2719.8800000000006,37,73.51027027027028
